"","presence","year","julianday","tideangle_deg","mh","mon","Per2","Per4","Time6","Tide4"
"26278",0,2013,206,287,12,7,"RestOfYear","RestOfYear","MDay","4"
"38264",0,2014,349,156,24,12,"RestOfYear","RestOfYear","MNight","3"
"42088",0,2015,145,109,9,5,"MayJun","MayJun2","AM2","2"
"47250",0,2015,362,254,11,12,"RestOfYear","RestOfYear","MDay","4"
"14705",0,2011,254,197,19,9,"RestOfYear","RestOfYear","PM2","3"
"31902",0,2014,77,188,20,3,"RestOfYear","RestOfYear","PM2","3"
"1566",0,2010,68,315,6,3,"RestOfYear","RestOfYear","AM1","4"
"3146",0,2010,134,80,3,5,"MayJun","MayJun1","AM1","2"
"24278",1,2013,122,311,4,5,"MayJun","MayJun1","AM1","4"
"32199",0,2014,90,155,6,3,"RestOfYear","RestOfYear","AM1","3"
"12452",1,2011,159,135,22,6,"MayJun","MayJun2","PM2","2"
"46743",0,2015,341,317,8,12,"RestOfYear","RestOfYear","AM2","1"
"4506",1,2010,191,229,19,7,"RestOfYear","RestOfYear","PM2","4"
"35273",1,2014,221,271,8,8,"RestOfYear","RestOfYear","AM2","4"
"3559",0,2010,151,163,8,5,"MayJun","MayJun2","AM2","3"
"37288",1,2014,305,7,7,11,"RestOfYear","RestOfYear","AM2","1"
"13735",0,2011,214,205,9,8,"RestOfYear","RestOfYear","AM2","3"
"14169",0,2011,232,206,11,8,"RestOfYear","RestOfYear","MDay","3"
"28766",0,2013,311,37,4,11,"RestOfYear","RestOfYear","AM1","1"
"29685",0,2013,350,332,11,12,"RestOfYear","RestOfYear","MDay","1"
"11798",0,2011,132,253,16,5,"MayJun","MayJun1","PM1","4"
"14026",1,2011,226,327,12,8,"RestOfYear","RestOfYear","MDay","1"
"24234",0,2013,120,133,8,4,"RestOfYear","RestOfYear","AM2","2"
"46014",0,2015,310,56,23,11,"RestOfYear","RestOfYear","MNight","2"
"6465",0,2010,273,169,10,9,"RestOfYear","RestOfYear","AM2","3"
"3169",0,2010,135,32,2,5,"MayJun","MayJun1","MNight","1"
"21914",0,2012,262,148,19,9,"RestOfYear","RestOfYear","PM2","3"
"39179",0,2015,23,20,3,1,"RestOfYear","RestOfYear","AM1","1"
"33837",0,2014,160,87,12,6,"MayJun","MayJun2","MDay","2"
"31547",0,2014,63,320,1,3,"RestOfYear","RestOfYear","MNight","1"
"22772",0,2012,298,132,13,10,"RestOfYear","RestOfYear","MDay","2"
"30127",0,2014,3,207,21,1,"RestOfYear","RestOfYear","PM2","3"
"28440",0,2013,297,310,14,10,"RestOfYear","RestOfYear","MDay","4"
"41237",0,2015,109,271,22,4,"RestOfYear","RestOfYear","PM2","4"
"25322",1,2013,165,1,16,6,"MayJun","MayJun3","PM1","1"
"34023",0,2014,168,80,6,6,"MayJun","MayJun3","AM1","2"
"38088",0,2014,342,67,16,12,"RestOfYear","RestOfYear","PM1","2"
"46672",0,2015,338,73,9,12,"RestOfYear","RestOfYear","AM2","2"
"5337",0,2010,226,199,10,8,"RestOfYear","RestOfYear","AM2","3"
"33351",0,2014,140,53,6,5,"MayJun","MayJun1","AM1","2"
"40631",0,2015,83,346,15,3,"RestOfYear","RestOfYear","PM1","1"
"31221",0,2014,49,256,11,2,"RestOfYear","RestOfYear","MDay","4"
"37719",0,2014,323,242,6,11,"RestOfYear","RestOfYear","AM1","4"
"28345",0,2013,293,49,15,10,"RestOfYear","RestOfYear","PM1","2"
"15560",0,2011,290,208,10,10,"RestOfYear","RestOfYear","AM2","3"
"40167",0,2015,64,197,7,3,"RestOfYear","RestOfYear","AM2","3"
"42216",0,2015,150,201,17,5,"MayJun","MayJun2","PM1","3"
"18626",0,2012,124,265,19,5,"MayJun","MayJun1","PM2","4"
"8156",0,2010,344,163,21,12,"RestOfYear","RestOfYear","PM2","3"
"46880",1,2015,347,350,1,12,"RestOfYear","RestOfYear","MNight","1"
"9859",0,2011,51,176,20,2,"RestOfYear","RestOfYear","PM2","3"
"18001",0,2012,34,27,22,2,"RestOfYear","RestOfYear","PM2","1"
"10762",0,2011,89,62,12,3,"RestOfYear","RestOfYear","MDay","2"
"41366",0,2015,115,63,7,4,"RestOfYear","RestOfYear","AM2","2"
"5387",1,2010,228,214,12,8,"RestOfYear","RestOfYear","MDay","3"
"5142",1,2010,218,316,7,8,"RestOfYear","RestOfYear","AM2","1"
"13833",1,2011,218,176,11,8,"RestOfYear","RestOfYear","MDay","3"
"38900",0,2015,11,237,12,1,"RestOfYear","RestOfYear","MDay","4"
"18715",1,2012,128,324,12,5,"MayJun","MayJun1","MDay","1"
"3569",0,2010,151,89,18,5,"MayJun","MayJun2","PM1","2"
"25219",0,2013,161,226,9,6,"MayJun","MayJun3","AM2","4"
"6871",0,2010,291,314,8,10,"RestOfYear","RestOfYear","AM2","4"
"2505",1,2010,107,238,10,4,"RestOfYear","RestOfYear","AM2","4"
"34362",1,2014,182,183,9,6,"RestOfYear","RestOfYear","AM2","3"
"30362",0,2014,13,149,16,1,"RestOfYear","RestOfYear","PM1","3"
"28506",0,2013,300,67,8,10,"RestOfYear","RestOfYear","AM2","2"
"18538",1,2012,121,256,3,4,"MayJun","MayJun1","AM1","4"
"45729",0,2015,299,96,2,10,"RestOfYear","RestOfYear","MNight","2"
"29758",0,2013,353,312,12,12,"RestOfYear","RestOfYear","MDay","4"
"12227",1,2011,150,69,13,5,"MayJun","MayJun2","MDay","2"
"17066",0,2011,360,272,23,12,"RestOfYear","RestOfYear","MNight","4"
"350",0,2010,16,23,14,1,"RestOfYear","RestOfYear","MDay","1"
"28684",0,2013,307,169,18,11,"RestOfYear","RestOfYear","PM1","3"
"31919",0,2014,78,327,13,3,"RestOfYear","RestOfYear","MDay","1"
"37304",1,2014,305,114,23,11,"RestOfYear","RestOfYear","MNight","2"
"41778",0,2015,132,133,11,5,"MayJun","MayJun1","MDay","2"
"2917",1,2010,124,287,14,5,"MayJun","MayJun1","MDay","4"
"27391",0,2013,253,162,21,9,"RestOfYear","RestOfYear","PM2","3"
"30090",0,2014,2,211,8,1,"RestOfYear","RestOfYear","AM2","3"
"14136",1,2011,231,311,2,8,"RestOfYear","RestOfYear","MNight","4"
"2382",0,2010,102,224,7,4,"RestOfYear","RestOfYear","AM2","3"
"37909",0,2014,331,14,4,11,"RestOfYear","RestOfYear","AM1","1"
"5421",0,2010,229,118,22,8,"RestOfYear","RestOfYear","PM2","2"
"43819",1,2015,218,216,12,8,"RestOfYear","RestOfYear","MDay","3"
"23008",0,2012,309,171,9,11,"RestOfYear","RestOfYear","AM2","3"
"25310",1,2013,165,14,4,6,"MayJun","MayJun3","AM1","1"
"43688",0,2015,213,11,1,8,"RestOfYear","RestOfYear","MNight","1"
"45947",0,2015,308,297,4,11,"RestOfYear","RestOfYear","AM1","4"
"10301",0,2011,70,65,6,3,"RestOfYear","RestOfYear","AM1","2"
"1441",0,2010,63,309,1,3,"RestOfYear","RestOfYear","MNight","4"
"3345",1,2010,142,91,10,5,"MayJun","MayJun2","AM2","2"
"21756",0,2012,256,234,5,9,"RestOfYear","RestOfYear","AM1","4"
"30171",0,2014,5,47,17,1,"RestOfYear","RestOfYear","PM1","2"
"45896",0,2015,306,264,1,11,"RestOfYear","RestOfYear","MNight","4"
"33397",0,2014,142,281,4,5,"MayJun","MayJun2","AM1","4"
"33435",1,2014,143,298,18,5,"MayJun","MayJun2","PM1","4"
"42925",0,2015,180,236,6,6,"MayJun","MayJun3","AM1","4"
"17021",0,2011,359,45,2,12,"RestOfYear","RestOfYear","MNight","1"
"29966",0,2013,362,241,4,12,"RestOfYear","RestOfYear","AM1","4"
"8370",0,2010,353,232,19,12,"RestOfYear","RestOfYear","PM2","4"
"2056",0,2010,88,153,17,3,"RestOfYear","RestOfYear","PM1","3"
"18871",0,2012,134,146,24,5,"MayJun","MayJun1","MNight","3"
"7920",0,2010,335,161,1,12,"RestOfYear","RestOfYear","MNight","3"
"39947",0,2015,55,327,3,2,"RestOfYear","RestOfYear","AM1","1"
"42274",0,2015,153,90,3,6,"MayJun","MayJun2","AM1","2"
"35180",0,2014,217,131,11,8,"RestOfYear","RestOfYear","MDay","2"
"33051",0,2014,127,349,18,5,"MayJun","MayJun1","PM1","1"
"3138",0,2010,133,207,19,5,"MayJun","MayJun1","PM2","3"
"41835",0,2015,134,317,20,5,"MayJun","MayJun1","PM2","1"
"2292",1,2010,98,155,13,4,"RestOfYear","RestOfYear","MDay","3"
"20574",0,2012,206,203,23,7,"RestOfYear","RestOfYear","MNight","3"
"1949",0,2010,84,280,5,3,"RestOfYear","RestOfYear","AM1","4"
"16092",0,2011,320,165,9,11,"RestOfYear","RestOfYear","AM2","3"
"43962",1,2015,224,354,11,8,"RestOfYear","RestOfYear","MDay","1"
"31249",0,2014,50,358,15,2,"RestOfYear","RestOfYear","PM1","1"
"4457",0,2010,189,256,18,7,"RestOfYear","RestOfYear","PM1","4"
"34934",0,2014,207,144,5,7,"RestOfYear","RestOfYear","AM1","3"
"7595",1,2010,321,73,12,11,"RestOfYear","RestOfYear","MDay","2"
"45770",0,2015,300,195,19,10,"RestOfYear","RestOfYear","PM2","3"
"7897",1,2010,334,221,2,11,"RestOfYear","RestOfYear","MNight","3"
"3946",1,2010,167,232,11,6,"MayJun","MayJun3","MDay","4"
"45506",0,2015,289,139,19,10,"RestOfYear","RestOfYear","PM2","3"
"17107",0,2011,362,30,16,12,"RestOfYear","RestOfYear","PM1","1"
"41299",0,2015,112,270,12,4,"RestOfYear","RestOfYear","MDay","4"
"25765",1,2013,184,193,3,7,"RestOfYear","RestOfYear","AM1","3"
"5922",0,2010,250,211,19,9,"RestOfYear","RestOfYear","PM2","3"
"17632",0,2012,19,130,13,1,"RestOfYear","RestOfYear","MDay","2"
"32699",0,2014,113,219,2,4,"RestOfYear","RestOfYear","MNight","3"
"9573",0,2011,38,205,22,2,"RestOfYear","RestOfYear","PM2","3"
"41774",0,2015,132,22,7,5,"MayJun","MayJun1","AM2","1"
"19870",0,2012,176,344,15,6,"MayJun","MayJun3","PM1","1"
"47042",0,2015,353,18,19,12,"RestOfYear","RestOfYear","PM2","1"
"44594",0,2015,250,329,19,9,"RestOfYear","RestOfYear","PM2","1"
"46807",0,2015,343,19,24,12,"RestOfYear","RestOfYear","MNight","1"
"16929",1,2011,355,277,6,12,"RestOfYear","RestOfYear","AM1","4"
"13498",0,2011,204,192,12,7,"RestOfYear","RestOfYear","MDay","3"
"15724",0,2011,297,246,6,10,"RestOfYear","RestOfYear","AM1","4"
"35003",0,2014,210,8,2,7,"RestOfYear","RestOfYear","MNight","1"
"34410",1,2014,185,133,9,7,"RestOfYear","RestOfYear","AM2","2"
"15862",1,2011,302,290,24,10,"RestOfYear","RestOfYear","MNight","4"
"18645",1,2012,125,98,14,5,"MayJun","MayJun1","MDay","2"
"9427",0,2011,32,243,20,2,"RestOfYear","RestOfYear","PM2","4"
"27525",0,2013,259,34,11,9,"RestOfYear","RestOfYear","MDay","1"
"15799",1,2011,300,259,9,10,"RestOfYear","RestOfYear","AM2","4"
"46082",1,2015,313,225,19,11,"RestOfYear","RestOfYear","PM2","3"
"35135",0,2014,215,274,14,8,"RestOfYear","RestOfYear","MDay","4"
"2527",1,2010,108,163,8,4,"RestOfYear","RestOfYear","AM2","3"
"3930",0,2010,166,124,19,6,"MayJun","MayJun3","PM2","2"
"1576",0,2010,68,257,16,3,"RestOfYear","RestOfYear","PM1","4"
"8713",0,2011,3,74,2,1,"RestOfYear","RestOfYear","MNight","2"
"43968",0,2015,224,165,17,8,"RestOfYear","RestOfYear","PM1","3"
"8058",1,2010,340,183,19,12,"RestOfYear","RestOfYear","PM2","3"
"1389",0,2010,59,267,21,2,"RestOfYear","RestOfYear","PM2","4"
"16780",0,2011,349,298,1,12,"RestOfYear","RestOfYear","MNight","4"
"10489",0,2011,78,64,2,3,"RestOfYear","RestOfYear","MNight","2"
"41374",0,2015,115,290,15,4,"RestOfYear","RestOfYear","PM1","4"
"21322",0,2012,238,280,3,8,"RestOfYear","RestOfYear","AM1","4"
"21872",0,2012,261,7,1,9,"RestOfYear","RestOfYear","MNight","1"
"36604",1,2014,276,333,19,10,"RestOfYear","RestOfYear","PM2","1"
"27680",0,2013,265,221,22,9,"RestOfYear","RestOfYear","PM2","3"
"31500",0,2014,61,30,2,3,"RestOfYear","RestOfYear","MNight","1"
"33542",1,2014,148,148,5,5,"MayJun","MayJun2","AM1","3"
"22662",0,2012,293,231,23,10,"RestOfYear","RestOfYear","MNight","4"
"11901",1,2011,136,338,23,5,"MayJun","MayJun1","MNight","1"
"11506",1,2011,120,40,12,4,"RestOfYear","RestOfYear","MDay","1"
"29815",0,2013,355,182,21,12,"RestOfYear","RestOfYear","PM2","3"
"26944",0,2013,235,126,6,8,"RestOfYear","RestOfYear","AM1","2"
"44916",0,2015,264,359,5,9,"RestOfYear","RestOfYear","AM1","1"
"34025",1,2014,168,137,8,6,"MayJun","MayJun3","AM2","3"
"39448",0,2015,34,230,8,2,"RestOfYear","RestOfYear","AM2","4"
"26541",0,2013,218,321,11,8,"RestOfYear","RestOfYear","MDay","1"
"46109",1,2015,314,299,22,11,"RestOfYear","RestOfYear","PM2","4"
"27927",1,2013,276,177,5,10,"RestOfYear","RestOfYear","AM1","3"
"29048",0,2013,322,264,22,11,"RestOfYear","RestOfYear","PM2","4"
"34519",1,2014,189,33,22,7,"RestOfYear","RestOfYear","PM2","1"
"6897",1,2010,292,347,10,10,"RestOfYear","RestOfYear","AM2","1"
"39258",0,2015,26,156,10,1,"RestOfYear","RestOfYear","AM2","3"
"12405",1,2011,157,214,23,6,"MayJun","MayJun2","MNight","3"
"4053",1,2010,171,80,22,6,"MayJun","MayJun3","PM2","2"
"19433",0,2012,158,247,10,6,"MayJun","MayJun2","AM2","4"
"17274",0,2012,4,189,15,1,"RestOfYear","RestOfYear","PM1","3"
"15391",0,2011,283,283,9,10,"RestOfYear","RestOfYear","AM2","4"
"9218",0,2011,24,348,3,1,"RestOfYear","RestOfYear","AM1","1"
"3336",0,2010,142,180,1,5,"MayJun","MayJun2","MNight","3"
"41554",1,2015,123,93,3,5,"MayJun","MayJun1","AM1","2"
"14867",0,2011,261,283,13,9,"RestOfYear","RestOfYear","MDay","4"
"5157",0,2010,218,27,22,8,"RestOfYear","RestOfYear","PM2","1"
"30495",0,2014,19,84,5,1,"RestOfYear","RestOfYear","AM1","2"
"42443",0,2015,160,315,4,6,"MayJun","MayJun2","AM1","4"
"17221",0,2012,2,104,10,1,"RestOfYear","RestOfYear","AM2","2"
"9200",0,2011,23,182,9,1,"RestOfYear","RestOfYear","AM2","3"
"26654",0,2013,223,34,4,8,"RestOfYear","RestOfYear","AM1","1"
"22635",1,2012,292,167,20,10,"RestOfYear","RestOfYear","PM2","3"
"41760",0,2015,131,332,17,5,"MayJun","MayJun1","PM1","1"
"32000",0,2014,81,169,22,3,"RestOfYear","RestOfYear","PM2","3"
"44815",0,2015,259,285,24,9,"RestOfYear","RestOfYear","MNight","4"
"27260",0,2013,248,287,10,9,"RestOfYear","RestOfYear","AM2","4"
"31075",0,2014,43,286,9,2,"RestOfYear","RestOfYear","AM2","4"
"44422",0,2015,243,38,15,8,"RestOfYear","RestOfYear","PM1","1"
"9417",0,2011,32,305,10,2,"RestOfYear","RestOfYear","AM2","4"
"34530",1,2014,190,349,9,7,"RestOfYear","RestOfYear","AM2","1"
"571",0,2010,25,328,19,1,"RestOfYear","RestOfYear","PM2","1"
"19988",1,2012,181,155,13,6,"RestOfYear","RestOfYear","MDay","3"
"28475",0,2013,299,254,1,10,"RestOfYear","RestOfYear","MNight","4"
"28132",0,2013,284,35,18,10,"RestOfYear","RestOfYear","PM1","1"
"19572",1,2012,164,308,5,6,"MayJun","MayJun3","AM1","4"
"44555",0,2015,249,303,4,9,"RestOfYear","RestOfYear","AM1","4"
"41935",1,2015,138,335,24,5,"MayJun","MayJun1","MNight","1"
"41333",0,2015,113,178,22,4,"RestOfYear","RestOfYear","PM2","3"
"35330",0,2014,223,116,17,8,"RestOfYear","RestOfYear","PM1","2"
"16453",0,2011,335,152,10,12,"RestOfYear","RestOfYear","AM2","3"
"30860",0,2014,34,207,10,2,"RestOfYear","RestOfYear","AM2","3"
"26560",0,2013,219,159,6,8,"RestOfYear","RestOfYear","AM1","3"
"8107",1,2010,342,169,20,12,"RestOfYear","RestOfYear","PM2","3"
"27854",0,2013,273,225,4,9,"RestOfYear","RestOfYear","AM1","3"
"7671",1,2010,324,130,16,11,"RestOfYear","RestOfYear","PM1","2"
"21630",1,2012,250,207,23,9,"RestOfYear","RestOfYear","MNight","3"
"21071",0,2012,227,172,16,8,"RestOfYear","RestOfYear","PM1","3"
"30892",0,2014,35,66,18,2,"RestOfYear","RestOfYear","PM1","2"
"5189",0,2010,220,223,6,8,"RestOfYear","RestOfYear","AM1","3"
"25955",1,2013,192,324,1,7,"RestOfYear","RestOfYear","MNight","1"
"18398",1,2012,115,149,7,4,"RestOfYear","RestOfYear","AM2","3"
"47215",0,2015,360,316,24,12,"RestOfYear","RestOfYear","MNight","1"
"16269",0,2011,327,213,18,11,"RestOfYear","RestOfYear","PM1","3"
"19930",1,2012,179,282,3,6,"MayJun","MayJun3","AM1","4"
"32353",0,2014,98,273,16,4,"RestOfYear","RestOfYear","PM1","4"
"34562",0,2014,191,189,17,7,"RestOfYear","RestOfYear","PM1","3"
"6608",1,2010,279,300,9,10,"RestOfYear","RestOfYear","AM2","4"
"29867",0,2013,358,264,1,12,"RestOfYear","RestOfYear","MNight","4"
"23625",1,2013,94,98,23,4,"RestOfYear","RestOfYear","MNight","2"
"24503",1,2013,131,349,13,5,"MayJun","MayJun1","MDay","1"
"42836",0,2015,176,190,13,6,"MayJun","MayJun3","MDay","3"
"11890",1,2011,136,22,12,5,"MayJun","MayJun1","MDay","1"
"19621",1,2012,166,281,6,6,"MayJun","MayJun3","AM1","4"
"45057",1,2015,270,85,2,9,"RestOfYear","RestOfYear","MNight","2"
"31935",0,2014,79,76,5,3,"RestOfYear","RestOfYear","AM1","2"
"1045",0,2010,45,7,13,2,"RestOfYear","RestOfYear","MDay","1"
"11944",0,2011,138,145,18,5,"MayJun","MayJun1","PM1","3"
"13133",0,2011,189,51,7,7,"RestOfYear","RestOfYear","AM2","2"
"47028",0,2015,353,327,5,12,"RestOfYear","RestOfYear","AM1","1"
"31704",0,2014,69,198,14,3,"RestOfYear","RestOfYear","MDay","3"
"20693",0,2012,211,28,22,7,"RestOfYear","RestOfYear","PM2","1"
"37271",0,2014,304,238,14,10,"RestOfYear","RestOfYear","MDay","4"
"34485",0,2014,188,140,12,7,"RestOfYear","RestOfYear","MDay","3"
"47236",0,2015,361,208,21,12,"RestOfYear","RestOfYear","PM2","3"
"25606",0,2013,177,279,12,6,"MayJun","MayJun3","MDay","4"
"27421",0,2013,255,311,3,9,"RestOfYear","RestOfYear","AM1","4"
"9714",0,2011,44,325,19,2,"RestOfYear","RestOfYear","PM2","1"
"10745",0,2011,88,285,19,3,"RestOfYear","RestOfYear","PM2","4"
"43243",1,2015,194,46,12,7,"RestOfYear","RestOfYear","MDay","2"
"5511",0,2010,233,149,16,8,"RestOfYear","RestOfYear","PM1","3"
"10275",0,2011,69,22,4,3,"RestOfYear","RestOfYear","AM1","1"
"29288",1,2013,333,18,22,11,"RestOfYear","RestOfYear","PM2","1"
"21292",1,2012,236,136,21,8,"RestOfYear","RestOfYear","PM2","3"
"38838",0,2015,8,220,22,1,"RestOfYear","RestOfYear","PM2","3"
"8652",0,2010,365,121,13,12,"RestOfYear","RestOfYear","MDay","2"
"39137",0,2015,21,238,9,1,"RestOfYear","RestOfYear","AM2","4"
"28087",0,2013,282,169,21,10,"RestOfYear","RestOfYear","PM2","3"
"26303",0,2013,207,294,13,7,"RestOfYear","RestOfYear","MDay","4"
"34488",0,2014,188,225,15,7,"RestOfYear","RestOfYear","PM1","3"
"28277",1,2013,290,220,19,10,"RestOfYear","RestOfYear","PM2","3"
"18951",1,2012,138,285,8,5,"MayJun","MayJun1","AM2","4"
"10123",0,2011,62,235,20,3,"RestOfYear","RestOfYear","PM2","4"
"3147",1,2010,134,109,4,5,"MayJun","MayJun1","AM1","2"
"26219",0,2013,204,20,1,7,"RestOfYear","RestOfYear","MNight","1"
"22843",0,2012,301,29,12,10,"RestOfYear","RestOfYear","MDay","1"
"10869",0,2011,93,317,23,4,"RestOfYear","RestOfYear","MNight","1"
"32334",0,2014,97,85,21,4,"RestOfYear","RestOfYear","PM2","2"
"45319",0,2015,280,92,24,10,"RestOfYear","RestOfYear","MNight","2"
"28237",1,2013,289,151,3,10,"RestOfYear","RestOfYear","AM1","3"
"38896",1,2015,11,120,8,1,"RestOfYear","RestOfYear","AM2","2"
"22012",0,2012,266,119,21,9,"RestOfYear","RestOfYear","PM2","2"
"26362",1,2013,209,211,24,7,"RestOfYear","RestOfYear","MNight","3"
"44637",0,2015,252,110,14,9,"RestOfYear","RestOfYear","MDay","2"
"42722",0,2015,171,109,19,6,"MayJun","MayJun3","PM2","2"
"40599",0,2015,82,134,7,3,"RestOfYear","RestOfYear","AM2","2"
"39991",0,2015,56,166,23,2,"RestOfYear","RestOfYear","MNight","3"
"30938",0,2014,37,321,16,2,"RestOfYear","RestOfYear","PM1","1"
"35971",0,2014,250,334,10,9,"RestOfYear","RestOfYear","AM2","1"
"12989",0,2011,182,202,7,6,"RestOfYear","RestOfYear","AM2","3"
"10957",0,2011,97,15,15,4,"RestOfYear","RestOfYear","PM1","1"
"38607",0,2014,364,360,7,12,"RestOfYear","RestOfYear","AM2","1"
"46392",1,2015,326,218,17,11,"RestOfYear","RestOfYear","PM1","3"
"5486",0,2010,232,147,15,8,"RestOfYear","RestOfYear","PM1","3"
"1133",0,2010,49,65,5,2,"RestOfYear","RestOfYear","AM1","2"
"26875",0,2013,232,279,9,8,"RestOfYear","RestOfYear","AM2","4"
"7141",0,2010,302,286,14,10,"RestOfYear","RestOfYear","MDay","4"
"25231",0,2013,161,216,21,6,"MayJun","MayJun3","PM2","3"
"39317",0,2015,28,64,21,1,"RestOfYear","RestOfYear","PM2","2"
"15165",0,2011,273,252,23,9,"RestOfYear","RestOfYear","MNight","4"
"39815",0,2015,49,92,15,2,"RestOfYear","RestOfYear","PM1","2"
"24221",0,2013,119,112,19,4,"RestOfYear","RestOfYear","PM2","2"
"30248",0,2014,8,122,22,1,"RestOfYear","RestOfYear","PM2","2"
"26830",0,2013,230,59,12,8,"RestOfYear","RestOfYear","MDay","2"
"28079",0,2013,282,293,13,10,"RestOfYear","RestOfYear","MDay","4"
"4082",1,2010,174,161,3,6,"MayJun","MayJun3","AM1","3"
"46405",1,2015,327,247,6,11,"RestOfYear","RestOfYear","AM1","4"
"3418",1,2010,145,25,11,5,"MayJun","MayJun2","MDay","1"
"13758",0,2011,215,156,8,8,"RestOfYear","RestOfYear","AM2","3"
"24793",0,2013,143,125,15,5,"MayJun","MayJun2","PM1","2"
"20962",0,2012,223,278,3,8,"RestOfYear","RestOfYear","AM1","4"
"25023",1,2013,153,284,5,6,"MayJun","MayJun2","AM1","4"
"18212",0,2012,43,43,17,2,"RestOfYear","RestOfYear","PM1","1"
"36257",0,2014,262,324,8,9,"RestOfYear","RestOfYear","AM2","1"
"9065",0,2011,17,221,18,1,"RestOfYear","RestOfYear","PM1","3"
"31776",0,2014,72,105,14,3,"RestOfYear","RestOfYear","MDay","2"
"25103",1,2013,156,79,13,6,"MayJun","MayJun2","MDay","2"
"17285",0,2012,5,152,2,1,"RestOfYear","RestOfYear","MNight","3"
"5784",0,2010,245,227,1,9,"RestOfYear","RestOfYear","MNight","4"
"11845",0,2011,134,163,15,5,"MayJun","MayJun1","PM1","3"
"43150",1,2015,190,263,15,7,"RestOfYear","RestOfYear","PM1","4"
"10816",0,2011,91,192,18,4,"RestOfYear","RestOfYear","PM1","3"
"44842",0,2015,261,360,3,9,"RestOfYear","RestOfYear","AM1","1"
"45053",0,2015,269,309,22,9,"RestOfYear","RestOfYear","PM2","4"
"225",0,2010,11,343,9,1,"RestOfYear","RestOfYear","AM2","1"
"499",1,2010,22,75,19,1,"RestOfYear","RestOfYear","PM2","2"
"35443",0,2014,228,168,10,8,"RestOfYear","RestOfYear","AM2","3"
"12296",0,2011,153,280,10,6,"MayJun","MayJun2","AM2","4"
"45652",1,2015,295,50,21,10,"RestOfYear","RestOfYear","PM2","2"
"29",0,2010,3,85,5,1,"RestOfYear","RestOfYear","AM1","2"
"39840",0,2015,50,100,16,2,"RestOfYear","RestOfYear","PM1","2"
"17688",1,2012,21,290,21,1,"RestOfYear","RestOfYear","PM2","4"
"46904",1,2015,348,330,1,12,"RestOfYear","RestOfYear","MNight","1"
"4731",0,2010,201,272,4,7,"RestOfYear","RestOfYear","AM1","4"
"40131",0,2015,62,220,19,3,"RestOfYear","RestOfYear","PM2","3"
"27861",0,2013,273,60,11,9,"RestOfYear","RestOfYear","MDay","2"
"1692",0,2010,73,9,12,3,"RestOfYear","RestOfYear","MDay","1"
"19299",0,2012,152,338,20,6,"MayJun","MayJun2","PM2","1"
"38134",1,2014,344,332,14,12,"RestOfYear","RestOfYear","MDay","1"
"36484",0,2014,271,125,19,9,"RestOfYear","RestOfYear","PM2","2"
"534",0,2010,24,359,6,1,"RestOfYear","RestOfYear","AM1","1"
"5001",1,2010,212,196,10,7,"RestOfYear","RestOfYear","AM2","3"
"40293",0,2015,69,298,13,3,"RestOfYear","RestOfYear","MDay","4"
"22244",1,2012,276,338,13,10,"RestOfYear","RestOfYear","MDay","1"
"30039",1,2013,365,178,5,12,"RestOfYear","RestOfYear","AM1","3"
"36614",0,2014,277,267,5,10,"RestOfYear","RestOfYear","AM1","4"
"31559",0,2014,63,306,13,3,"RestOfYear","RestOfYear","MDay","4"
"30464",0,2014,17,255,22,1,"RestOfYear","RestOfYear","PM2","4"
"27694",0,2013,266,274,12,9,"RestOfYear","RestOfYear","MDay","4"
"24289",0,2013,122,279,15,5,"MayJun","MayJun1","PM1","4"
"23089",1,2012,312,5,18,11,"RestOfYear","RestOfYear","PM1","1"
"30144",0,2014,4,335,14,1,"RestOfYear","RestOfYear","MDay","1"
"44432",0,2015,244,325,1,9,"RestOfYear","RestOfYear","MNight","1"
"787",0,2010,34,102,19,2,"RestOfYear","RestOfYear","PM2","2"
"33025",1,2014,126,321,16,5,"MayJun","MayJun1","PM1","1"
"39937",0,2015,54,37,17,2,"RestOfYear","RestOfYear","PM1","1"
"41158",0,2015,106,140,15,4,"RestOfYear","RestOfYear","PM1","3"
"33301",1,2014,138,42,4,5,"MayJun","MayJun1","AM1","1"
